,index,idle_time,cycle_count,steps
0,lane_l_10,0.0,0.0,1427.8
1,lane_l_9,0.0,0.0,1442.44
2,lane_l_8,0.0,0.0,1419.68
3,lane_l_7,0.0,0.0,1428.4
4,lane_l_6,0.0,0.0,1440.16
5,lane_l_5,0.0,0.0,1439.88
6,lane_l_4,62.86,0.0,1472.64
7,lane_l_3,66.14,0.0,1468.54
8,lane_l_2,670.02,0.0,1764.92
9,lane_l_1,691.64,0.0,1772.44
